"1","Öetrago",51.704,8.3377
"2","Nosken",51.7542,8.7769
"3","Procopia",52.5178,8.1062
"4","Parshoone",52.2705,8.4191
"5","Daemen",52.0721,7.9947
"6","Eiattu 6",52.3525,8.5436
"7","Duneeden",52.0811,9.0022
"8","Permeles",51.7006,8.5451
"9","Ammuud",52.4536,7.9908
"10","Radra IV",52.5489,8.6009
"11","Nimban",51.7469,8.0458
"12","Vendrak V",52.5616,8.1939
"13","Zygerria",52.4788,8.2957
"14","Walalla",51.6625,8.1952
"15","Vaathkree",52.3094,8.7752
"16","Von-Alai",51.6642,8.6382
"17","Godo",52.3461,8.2407
"18","Sotipe",51.5344,8.1873
"19","Ando Prime",52.0325,8.6912
"20","Florn",52.3083,7.9693
"21","Velga",51.7475,8.6941
"22","Nez Peron",51.7714,8.7804
"23","Carsanza",51.7295,8.5041
"24","Kraten",52.0646,8.5996
"25","Yablari",52.1528,8.085
"26","Vasha",52.1264,8.0018
"27","Don I",52.3454,8.4192
"28","Kes",51.9265,7.9525
"29","Yaralou",51.6936,8.2417
"30","Ragna III",52.4888,8.2112
"31","Ygziir",51.7034,8.4124
"32","Omeddyl",52.3908,8.3648
"33","Tavya",51.7946,8.7382
"34","Quell",52.4716,8.757
"35","Hebeth",52.0452,8.8441
"36","Pyr",52.3413,8.8921
"37","Trailia",52.389,8.7039
"38","Ather",52.4342,8.2622
"39","Klatooine",52.1943,8.1484
"40","Tensor IV",51.9776,8.9442
"41","Dreffon IV",52.5009,8.5966
"42","Circarpous VI",52.1678,8.769
"43","Noquivzor",51.9396,8.0653
"44","Monastery",52.2742,8.5662
"45","Troos",52.023,8.6133
"46","Keryt",52.0709,8.503
"47","Zaria",51.8794,8.3092
"48","Trellar Yagen",52.3057,8.6381
"49","Vasch",52.1064,8.8724
"50","Kol Huro III",52.3639,8.046
"51","Ruuria",52.1594,8.5737
"52","Ansion",52.5588,8.7098
"53","Alluuvia",52.3126,8.2067
"54","Kur",52.373,8.5819
"55","Korriban",51.738,8.4892
"56","Sorjus",52.0546,8.1709
"57","Rishi",52.3405,8.0477
"58","Onadax",51.8519,8.4482
"59","Drog II",51.7376,8.4266
"60","Drackmar",51.8849,8.1414
"61","Elin Roe",51.6131,8.5507
"62","Letev",52.3039,8.7662
"63","Embaril",51.9247,8.3227
"64","Valera",52.1269,8.1815
"65","Ithona",51.9116,8.0622
"66","Bosph",51.79,8.6276
"67","Rafft",51.7386,8.2172
"68","Ganthel",52.5337,8.7967
"69","Ragna III",52.2503,8.7963
"70","Paigu",52.0446,8.7886
"71","Sappire",51.8176,7.9855
"72","Sibisime",52.614,8.4103
"73","Rishi",51.9523,7.9411
"74","Galvoni III",52.5232,8.2851
"75","Ottethan",52.2349,8.1424
"76","Sarrelon IV",52.2129,8.5315
"77","Kwevron",51.9718,8.574
"78","Nulan VI",52.2263,8.6267
"79","High Chunah",52.1398,8.1512
"80","Tel IV",52.1852,8.0599
"81","Thrakia",52.5114,8.0034
"82","Arramanx",51.8794,8.8039
"83","Glade",51.7855,8.4969
"84","Lamarecc",51.8652,8.6808
"85","Xxan",52.3117,8.6785
"86","Oblis",51.883,8.3854
"87","Dorsis",51.8854,8.0141
"88","Pil Diller",51.8157,8.5786
"89","Rhommamool",52.1774,8.3359
"90","Sartoy",52.169,8.4664
"91","Thonner",51.9674,8.7486
"92","Helska 5",52.4605,8.6265
"93","Pasmin",52.1965,7.9825
"94","Castell",51.8258,8.1988
"95","Tel IV",52.0119,7.9618
"96","Delderaan",51.8264,8.055
"97","Manpha",51.8125,8.1652
"98","Dancreti",51.8463,8.2565
"99","Haashimut",52.1552,8.4606
"100","Yelsain",52.2357,8.2168
"101","Yugami",52.3299,7.9783
"102","Esooma",51.9767,8.5928
"103","Clak'dor V",52.1868,8.8232
"104","Vandor-1",52.2538,7.9842
"105","Skako",52.4219,8.4584
"106","Aesolian",52.2319,8.2727
"107","Dac",51.909,8.2451
"108","Albrae-Don",52.5844,8.2802
"109","Prakess",52.2596,8.1352
"110","Yuka",52.2573,8.211
"111","Altair 9",51.9075,8.7872
"112","Malo VI",52.2759,8.7548
"113","Bonadan (Orbital Position B)",52.2871,8.3602
"114","Leria Kerlsil",52.3272,8.0671
"115","Snake's Den",52.2127,8.8416
"116","Mepha'as Prime",51.9532,8.7098
"117","Colavas",52.5377,8.4735
"118","Berea",52.2363,8.461
"119","Asation",51.89,8.6383
"120","Gwori",51.9252,8.7233
"121","Nimbia",51.9433,8.1795
"122","Fokask",51.7683,8.7769
"123","Iktotchon",52.0804,8.3255
"124","Krann",52.3506,8.3259
"125","Ord Antalaha",51.6555,8.5818
"126","Stindaron",52.1834,8.2402
"127","Ordnandell",51.9203,8.3009
"128","Cerea",51.6718,8.2722
"129","Taboth",52.1431,7.8516
"130","Circarpous XIII",52.0256,8.2032
"131","Torize",51.761,8.2957
"132","Abanol",52.0043,8.367
"133","Atrivis 7",52.6068,8.3698
"134","Arbran IV",52.6215,8.5412
"135","Kalki",52.2839,7.9527
"136","Barmasel",51.7245,8.1524
"137","Thomork",52.3445,8.8289
"138","Cadomai Prime",51.9467,7.8985
"139","Firro",52.4954,8.5213
"140","Zonju V",52.0007,8.4982
"141","S'krrr",52.0256,8.864
"142","Davirien",52.2161,8.7346
"143","Albrae-Don",52.4548,8.4096
"144","Galpos II",51.7715,8.3284
"145","Adner",52.1315,8.6163
"146","Jandoon",52.1093,8.2509
"147","Lisal",52.3776,8.5464
"148","Orondia",52.3996,8.3909
"149","Tel I",52.5262,8.3874
"150","Kalgo 13",51.6315,8.434
"151","Ohratuu",52.0622,7.8828
"152","Vohai",52.1822,8.7135
"153","Sep Elopor",52.1884,8.3089
"154","Ec Pand",52.0671,8.2298
"155","Quyste",51.5654,8.4133
"156","Rigel VII",51.96,8.5174
"157","Stend VI",52.0827,8.6058
"158","Kira II",52.5549,8.4538
"159","Delphon",51.9537,8.397
"160","Cophrigin V",51.8661,8.1514
"161","Vald",52.4325,8.1021
"162","Vellity",51.64,8.293
"163","Mackar",51.8741,8.5068
"164","Terrelia",52.1665,7.8925
"165","Dalastine",51.9169,8.7392
"166","Yityl",52.5263,8.3601
"167","Trenwyth",52.3924,8.6899
