"1","Serob 6",51.9129,8.4196
"2","Mon Bala",52.3527,8.502
"3","Zchtek worlds",52.3117,8.3477
"4","Spefik",52.0368,8.2933
"5","KyLessia",51.8582,8.3586
"6","Sayblohn",51.8021,8.6431
"7","Hapes",52.0202,8.2102
"8","Chamble",51.7425,8.4632
"9","Rena",51.9352,8.6802
"10","Chirgay",52.1893,8.4916
"11","Pii II",52.3108,8.5293
"12","Watebo",52.2037,8.646
"13","Halbara",52.0885,8.5761
"14","Trascor",52.2989,8.1464
"15","Adumar",52.1699,8.4447
"16","G'rho",52.2449,8.3046
"17","Clariv",52.0018,8.4119
"18","Aida",52.2155,8.0873
"19","Barison",51.9793,8.6724
"20","Corrida",52.0776,8.6779
"21","Gendius V",52.0004,8.0807
"22","Jun",51.979,8.2054
"23","Champala",52.203,8.2113
"24","Vulta",52.0337,8.659
"25","Thermon",52.2137,8.5823
"26","Loronar",52.4583,8.4006
"27","Alaris",52.2142,8.3052
"28","Vaynai",51.9544,8.2732
"29","Basho",52.128,8.3007
"30","Basarais",51.9995,8.2468
"31","Phlors Rex",51.8075,8.4048
"32","Omar",51.9548,8.5092
"33","Dornea",52.1347,8.7431
"34","O'reen",52.0726,8.5157
"35","Nyssa",51.9154,8.6172
"36","Kwookrrr",52.1347,8.7547
"37","Orryxia",51.9283,8.2371
"38","Trammis III",52.014,8.5988
"39","Rhelg",52.3302,8.4493
"40","Peg Shar I",52.0705,8.3669
"41","Tandankin",52.3137,8.4115
"42","Venzeiia 2 Prime",52.0389,8.2098
"43","Yntrann",52.1814,8.5035
"44","Sepan 8",52.0267,8.2464
"45","Dwi'lar",52.2499,8.1572
"46","Improcco",52.0693,8.3065
"47","Basteel",52.2559,8.2522
"48","Quellor",52.3606,8.3279
"49","Jereth VI",52.3669,8.2303
"50","Nal Hutta",51.9816,8.2743
"51","Sennoa",52.1603,8.2798
"52","Sab Rufo",52.0132,8.7484
"53","Kamsul",52.2143,8.2189
"54","Arro",51.8749,8.5191
"55","Stend IV",51.8175,8.4561
"56","Boztrok",51.72,8.54
"57","Simocadia",52.0652,8.4745
"58","Orondia",52.4202,8.6111
"59","Ignacia",52.3819,8.266
"60","Alisandor",52.0595,8.4422
"61","Chel",51.9753,8.6116
"62","Phatrong",52.2184,8.0985
"63","Tuulab",51.8776,8.1309
"64","Riileb",51.9892,8.4669
"65","Kabieroun",52.0698,8.1575
"66","Eredenn Prime",52.2781,8.2406
"67","Orma",51.7867,8.3362
"68","Drup I",52.282,8.4599
"69","Krenhner",51.9823,8.5964
"70","Praidaw",51.9549,8.1781
"71","Arbra",52.112,8.6075
"72","Glee Anselm",52.0415,8.6242
"73","Naldar",51.9242,8.1747
"74","Council",51.8686,8.2228
"75","Little Capella",52.2204,8.067
"76","Sanyassa IV",52.1993,8.5808
"77","Garen IV",51.8885,8.6976
"78","Iqobal",52.338,8.2464
"79","Corvis Minor IV",52.2641,8.6162
"80","Mirshaf",52.0408,8.4214
"81","Moth",51.8988,8.4088
"82","Lansono",51.9796,8.174
"83","Mabonte",52.2123,8.6358
"84","Quenus",52.1636,8.5948
"85","Apliria",51.8196,8.5255
"86","Lolnar",52.2461,8.5305
"87","Dalicron-4",51.9435,8.4165
"88","Delrian",52.0002,8.2483
"89","Aldereen",51.8821,8.2649
"90","Veccacopia",52.1105,8.5251
"91","Paigu",52.3526,8.5581
"92","Melasaton",51.8505,8.4187
"93","Cygnus B",52.1402,8.2602
"94","Kooriva",52.0905,8.6806
"95","Fenion",52.2206,8.4129
"96","Zelvahn",52.1886,8.2598
"97","Zuliria",51.9246,8.4385
"98","Foerost",51.8754,8.6408
"99","Farfeld II",51.8885,8.39
"100","Pengalan IV",52.3902,8.3198
"101","Chabosh",51.9176,8.5368
"102","Javin",52.0838,8.1463
"103","Randorn 2",52.1942,8.2514
"104","Terephon",52.158,8.3363
"105","Valahari",52.1953,8.3799
