"1","Mabonte",51.9118,8.378
"2","Yout",52.1892,8.1483
"3","Alvor",52.1381,8.3963
"4","Edan II",51.9438,8.3735
"5","Asamin",52.0995,8.3924
"6","Lomabu III",52.0146,8.537
"7","New Canistel",51.8007,8.3579
"8","Danchian Prime",52.3387,8.2768
"9","Kamino",52.2643,8.58
"10","Pernella",52.0354,8.6614
"11","Jarvanam",52.1295,8.2466
"12","Kumru",52.4353,8.4116
"13","Dorellia",52.3494,8.5266
"14","Contruum Six",51.9162,8.575
"15","Atapap I",51.9304,8.5881
"16","Dolla",52.2656,8.1397
"17","Lelmra",52.2364,8.2218
"18","Arabanth",52.2848,8.3786
"19","Pella",52.3124,8.472
"20","Oba Diah",52.2405,8.2225
"21","Burnin Konn",52.1596,8.3303
"22","Belthu",52.1623,8.418
"23","Vundaria",52.0627,8.3958
"24","Kayuk",51.8463,8.2923
"25","Elrood",52.0017,8.3187
"26","Toydaria",52.1658,8.3658
"27","Bursoll II",51.9794,8.5626
"28","Dadrus",51.8876,8.4458
"29","Pii VII",52.0496,8.1945
"30","Ord Mirit",52.1969,8.5692
"31","Aesolian",52.2457,8.3417
"32","Bethany",51.9827,8.4472
"33","Cheelit",52.056,8.3546
"34","Tran Mariel",52.1297,8.1372
"35","Rend 5",52.0534,8.6067
"36","Bellis IV",52.0446,8.4152
"37","Manari",52.1557,8.4406
"38","Solacton",52.2408,8.5075
"39","Tasariq",51.931,8.6288
"40","Koda's World",52.0539,8.3239
"41","Nar Bo Sholla",52.0643,8.3703
"42","Abridon",52.1995,8.4422
"43","Bezim",52.007,8.1706
"44","Bunduki",52.2671,8.2124
"45","Mokk IX",51.8672,8.431
"46","Chardaan",51.9826,8.5844
"47","Moro Three",52.166,8.45
"48","Bonadan (Orbital Position C)",52.0064,8.3594
"49","Dagu",52.2406,8.3989
"50","Fnessal",52.3737,8.4561
"51","Latoma",52.0876,8.5199
"52","Ordaj",51.9959,8.6658
"53","Baramorra",51.9119,8.3929
"54","Clantaano III",52.2519,8.4691
"55","Ord Janon",51.9333,8.1229
"56","Farstey",52.1818,8.3822
"57","Radnor",51.9798,8.4755
"58","Neka",52.2479,8.5837
"59","Hovan 99",52.097,8.306
"60","Ganthel",51.7756,8.3575
"61","Gholondreine-ß",52.3075,8.3361
"62","Ch'hodos",51.8003,8.6165
"63","Bastion",52.3866,8.5302
"64","Abyssissa",52.2055,8.2303
"65","Achillea",52.0837,8.2408
"66","Pkihantri",52.0885,8.5851
"67","Pesmenben IV",52.1767,8.2817
"68","Corfai",52.0577,8.3212
"69","Dela",52.0305,8.4683
"70","Meris V",52.2272,8.1831
"71","Rett I",51.8467,8.2398
"72","Lish",52.161,8.6864
"73","Langoona",52.3376,8.2409
"74","Myomar",51.9679,8.5929
"75","Thomork",52.1084,8.3496
"76","Concord Dawn",51.8967,8.38
"77","Danoor",52.1027,8.6344
"78","Danar",52.0861,8.2311
"79","Hurcha",52.323,8.3382
"80","Umbara",51.9204,8.369
"81","Mowgle",51.8906,8.2957
"82","Handooine",52.0718,8.2471
"83","Mon Eron",52.0142,8.4772
"84","Lotho Minor",52.0588,8.1434
"85","Santarine",52.1565,8.3358
"86","Kowak",52.1634,8.6204
"87","Quiberon V",51.9434,8.3154
"88","Mantooine",52.0769,8.5043
"89","Najiba",52.219,8.563
"90","Sajun",52.3331,8.1789
"91","Lenico IV",52.3325,8.6147
"92","Karedda",52.1936,8.4278
"93","Ordnandell",52.1836,8.53
"94","Medth",52.2261,8.6283
"95","Meastrinnar",52.1904,8.6558
"96","Te Hasa",52.1692,8.1296
"97","Betha II",52.2142,8.2728
"98","Swedlan",52.0665,8.2648
"99","Dalron IV",51.9193,8.2479
"100","Enenpa",52.1356,8.5346
"101","Morcanth",52.2549,8.4305
"102","Rago",52.1981,8.1637
"103","Ahakista",52.1988,8.5593
"104","Thisspias",51.9648,8.4501
"105","Tandis Four",52.2219,8.4796
"106","Korda Six",52.0019,8.2046
"107","Lansono",52.0932,8.3667
"108","Aldraig IV",52.0942,8.3591
"109","Yntrann",52.0126,8.2905
"110","Paigu",52.2992,8.317
"111","Kelarea",51.8624,8.22
"112","Bars Barka",51.848,8.4303
"113","Jappe",52.3152,8.4136
"114","Xeron",51.9366,8.5378
"115","New Ralltiir",52.2692,8.4983
"116","Yir Tangee",52.236,8.4798
"117","Trebela",52.3759,8.4848
"118","Rol Two",51.882,8.3364
"119","Orax",51.9275,8.6095
"120","Enarc",52.2563,8.2005
"121","Farfeld II",51.7689,8.449
"122","Weken",51.9819,8.5068
"123","Belovia",52.2029,8.2568
"124","Mon Calamari",51.9068,8.272
"125","Ploo IV",52.2761,8.3886
"126","Abonshee",52.0146,8.5694
