"1","Z'fell",52.0204,8.1878
"2","Netolio",52.3829,8.3249
"3","Y'Trella",52.3205,8.0249
"4","Bogoa",51.9275,8.338
"5","Malachor V",51.9609,8.2708
"6","Bar Neth",52.1813,8.6722
"7","Rijel-12",51.9883,8.4761
"8","Callonia",52.2909,8.7153
"9","Jerne",52.3981,8.1406
"10","Ergeshui",52.0573,8.6985
"11","Ophideraan",52.1317,8.7482
"12","Bethal",52.2125,8.5637
"13","Lianna",52.0249,8.6316
"14","Ferro",52.217,8.219
"15","Boz Pity",52.4017,8.2138
"16","Ylix",52.1672,8.446
"17","Tyluun",51.88,8.6158
"18","Perilix",52.3268,8.5792
"19","Bunduki",52.3247,8.426
"20","Kuras I",52.2485,8.1754
"21","Jestan",52.1041,8.2998
"22","Kktkt",52.1007,8.499
"23","Orflon",52.2649,8.3699
"24","Droxine",52.5868,8.5184
"25","Fendry",51.9616,8.1473
"26","Tantive IV",51.6713,8.2643
"27","Oba Diah",51.9804,8.5518
"28","Raxus Secundus",52.2791,8.827
"29","Anteevy",51.9482,8.5006
"30","Perithal VI",51.91,8.4789
"31","Morcanth",52.2006,8.1994
"32","Had Abbadon",52.4873,8.5013
"33","Typha-Dor",52.1347,8.6082
"34","Harridan",52.3374,8.3312
"35","Circarpous XII",52.3736,8.2174
"36","Doornik-628A",52.0608,8.2278
"37","Atloran",52.5212,8.3737
"38","Thule",51.7585,8.1937
"39","Olanet",51.8349,8.1231
"40","Damonite Yors-B",51.9993,8.2634
"41","Fusai",51.9239,8.1821
"42","Ventooine",52.4004,8.7439
"43","Dakot 7",52.0459,8.5577
"44","Rudrig",52.477,8.4273
"45","Harrandarr",52.1661,8.577
"46","Tillo",52.2452,8.2712
"47","Garobi",52.2128,8.4327
"48","Gerres Gule",52.2994,8.3264
"49","Nella",51.8258,8.5099
"50","Laseel",51.9352,8.344
"51","Vaykaaris",52.1388,8.4559
"52","R-duba",51.9256,8.2534
"53","Albrae-Don",51.7552,8.4845
"54","Obumubo",52.2879,8.5769
"55","Mechis III",52.0497,8.0535
"56","Null",51.9897,8.3997
"57","Baltimn",52.4583,8.1698
"58","Tashtor Seneca",51.9903,8.7582
"59","Lanos",52.0493,8.1068
"60","Dalastine",52.1023,8.2729
"61","Aruza",52.3749,7.8561
"62","Vernet",51.7358,8.3445
"63","Kira III",51.923,8.5204
"64","Carratos",52.232,8.6863
"65","Karra",52.2674,8.1504
"66","Lacia",52.1589,8.1855
"67","Genassa",52.1747,8.0737
"68","Dromund Kalakar",51.8757,8.7443
"69","Manalin",52.0068,8.3958
"70","Milagro",52.0724,8.4291
"71","Ophideraan",52.1395,8.3108
"72","Kestos Minor",52.0842,8.0661
"73","Wakeelmui",52.4357,8.3862
"74","Tatrang V",51.9274,8.6453
"75","Kerkoidia",51.8743,8.5613
"76","Pitann",51.7928,8.4823
"77","Va'art",51.78,8.3798
"78","Off-Canau",52.0762,8.7472
"79","Urkupp",52.2306,8.1098
"80","Seft",51.7303,8.3362
"81","Anzat",52.3323,8.4445
"82","Kowak",51.89,8.1976
"83","Rattatak",52.0742,8.6542
"84","Koboth",52.1101,8.6296
"85","Sarapin",51.8048,8.1666
"86","Spoi",52.3286,8.681
"87","Vaced",52.3342,8.5242
"88","Ohda",51.8668,8.3429
"89","Clendora",52.0919,8.6539
"90","Chokan",52.3529,8.3658
"91","Tantajoc V",51.7895,8.5562
"92","Tranthellix",52.1918,8.2574
"93","Monhudle",51.9195,8.1995
"94","Q'mara",51.9067,8.696
"95","Lahsbane",51.6665,8.4671
