"1","Rafft",51.6405,8.6634
"2","Perilious",52.4738,7.9914
"3","Iktotchon",51.6398,8.0525
"4","Asimuse",52.1311,7.7795
"5","Rago",51.6216,8.2076
"6","Romar",52.0399,7.8051
"7","Mores",51.8259,8.1584
"8","Pelagon",52.5632,8.1874
"9","Rindao",52.3604,7.8081
"10","New Shella",52.7639,8.402
"11","Ord Thoden",51.9808,9.1208
"12","Aracara",51.7754,8.0972
"13","Majoor",51.6927,8.5536
"14","Kashoon",51.906,8.8791
"15","Denevar",52.68,8.3659
"16","Amthau",52.0845,7.9596
"17","Dolstan",51.8278,8.5471
"18","Lacia",52.4123,7.9134
"19","Dalron Five",52.0664,8.6076
"20","Vagar Praxut",52.4122,8.9996
"21","Stronghold",52.4744,8.2205
"22","Merakai",52.1628,8.4507
"23","Voorsbain",51.4818,8.5036
"24","Sapella",51.8417,8.6286
"25","Ragoon VI",51.614,8.1733
"26","Lyran IV",52.0963,8.9295
"27","Krant",51.84,8.7493
"28","Rett I",52.418,8.8275
"29","Koaan",52.1783,8.5777
"30","Hargeeva",51.8804,8.9924
"31","Rasterous",52.3991,8.316
"32","Nothoiin",51.9119,7.9182
"33","Tozeer",51.9046,8.0783
"34","Urazuun",52.5375,8.4589
"35","Aduba-4",51.7505,8.4554
"36","Ganthel",52.5122,8.5566
"37","Krykas V",52.1717,8.3103
"38","Amarin",51.4818,8.047
"39","Garnib",51.6856,7.9286
"40","Wistril",52.1143,8.2447
"41","Novor XXIII",51.877,8.7822
"42","Donovia",52.1848,7.9019
"43","Makem Qat",52.1147,9.021
"44","Leviathan",52.3031,8.4658
"45","Majoor",51.4339,8.1462
"46","Velusia",52.3239,9.0265
"47","Vo",52.3577,8.0919
"48","Nar Bo Sholla",51.5485,8.3709
"49","Chalacta",51.69,8.2179
"50","Fenion",52.5894,8.3057
"51","Canyon",51.8348,8.481
"52","Kelliadu",52.7392,8.4656
"53","Rakaa IV",51.7654,8.9894
"54","Ando",52.4372,8.4794
"55","Borga",52.265,8.845
"56","Ninzam VI",51.9346,8.4602
"57","Tar Morden",52.4625,8.4579
"58","Mestare",52.0235,8.234
"59","Gottlegoob",52.4263,7.9802
"60","Phu",52.527,8.0309
"61","Kazlin 5",51.7335,7.9111
"62","Dakuyl",52.7352,8.2504
"63","Fwillsving",52.5583,8.246
"64","Geridard",51.6251,8.2452
"65","Kaon",51.6649,8.8334
"66","Kar'a'katok",52.5278,7.9932
"67","Eredin",51.954,7.9141
"68","Caursito",52.2172,8.6219
"69","Kirrek",51.7927,8.9111
"70","Ordaj",52.2495,8.334
"71","Lo'Uran",51.8211,7.9903
"72","Corlass",51.9179,8.8257
"73","Lan Barell",51.7367,8.8311
"74","Xartun",51.9968,8.5462
"75","Kuras III",52.0264,8.6119
"76","Bezim",52.0231,8.9772
"77","Dura-Kahn",51.6298,8.4831
"78","Maxca",52.3629,8.2136
"79","Kolatill",52.316,8.4145
"80","Cheeyoom Matee",52.0308,8.8536
"81","Tython",52.0137,8.6914
"82","Tar Morden",51.9948,8.0148
"83","Comra",52.3067,8.6734
"84","Munto Codru",52.1908,8.9385
"85","Asher III",51.6668,8.7519
"86","Retep V",51.8819,8.1453
"87","Sinkar",51.7607,8.5147
"88","Loronar",52.1557,8.7217
"89","Ord Radama",52.6213,8.6739
"90","Benja-Rihn",52.5233,8.7602
"91","Noonar",52.6368,8.489
"92","Rampa I",51.948,7.7682
"93","Hettsk",52.471,8.3041
"94","Exocron",52.2091,8.2021
"95","Gandeal",52.3953,8.1622
"96","Ookbat",52.099,8.1546
"97","Arapia",51.4478,8.2447
"98","Frego",52.2875,8.0579
"99","Seffi",52.0427,8.558
"100","Malicar 3",51.634,8.5262
"101","Comra",52.0116,8.1078
"102","Chortose",51.5805,8.5742
"103","Ogoth Tiir",52.3907,8.8912
"104","Keedad",51.5495,8.4281
"105","Koda Space Station",52.4858,7.9158
"106","Aram",51.6261,8.3932
"107","Jestefad",52.2194,7.7474
"108","Ragoon VI",52.4528,8.631
"109","Bessimir",52.4744,8.6975
"110","Felacat",52.2327,7.8809
"111","UR-3741",52.5937,8.5529
"112","Meris V",51.5093,8.2483
"113","Dargulli",51.5409,8.1321
"114","Tegrat",52.4487,8.2493
"115","Fiddanl",52.0965,7.9205
"116","World",52.6706,8.0431
"117","Gettiarn",52.4348,8.7369
"118","Verkuyl",51.7554,8.9479
"119","Vulpus",51.9068,7.9973
"120","Makem Hek",52.1864,8.775
"121","Lastelle",52.5089,8.9163
"122","Zonju V",52.1656,8.0747
"123","Fodurant",52.082,8.415
"124","Essowyn",52.6865,8.2481
"125","Janguine",51.9765,8.7207
"126","Mordagon",52.3982,8.1187
"127","Prishardia",51.722,8.3325
"128","Ryyk",52.0906,8.2662
"129","Vaced",52.2713,8.5613
"130","Uba II",52.3079,8.1456
"131","Ukatis",51.9603,8.2024
"132","Ivatch",51.9815,7.7434
"133","Miser",52.4476,8.5352
"134","Abraxin",51.7626,8.2249
"135","Arodoni",52.2259,8.3446
"136","Praya",51.5168,8.7054
"137","Kiva",52.3646,8.6505
"138","Jabiim",51.8745,8.4307
"139","Treylon II",51.798,8.2071
"140","Trallan",52.0354,7.7669
"141","Thobek",52.1193,8.6254
"142","Sneeve",52.7122,8.6377
