"1","Ristel",52.1148,8.316
"2","Imoco",52.014,8.6797
"3","Bormter",52.122,8.3926
"4","Kuna's Tooth",52.0357,8.4944
"5","Biosh",51.9946,8.4768
"6","Gowdawl",52.3772,8.2252
"7","Miser",52.4019,8.5483
"8","Nauton IV",52.1321,8.4796
"9","Azna",52.0962,8.2235
"10","K'taktaxka",52.0757,8.4035
"11","Omman",52.3153,8.4526
"12","Kol Huro IV",52.1525,8.5812
"13","Belsmuth II",51.9034,8.378
"14","Mooga",52.1376,8.1845
"15","Orto Plutonia",52.0819,8.6741
"16","Brentaal IV",52.1794,8.5052
"17","Lesu",51.8341,8.5076
"18","Orleon",52.0371,8.6249
"19","Liyha",52.2617,8.2625
"20","Entuur",52.0524,8.3629
"21","Javis",51.9038,8.3357
"22","Lekua V",52.2833,8.4823
"23","Lobaoc",52.1177,8.4594
"24","Jaroona",52.1029,8.0695
"25","Jerijador",51.9596,8.5063
"26","Bilagen",52.3192,8.3349
"27","Jaminere",52.2371,8.4051
"28","Ham",52.0685,8.0842
"29","Tatrang II",52.2391,8.4533
"30","Phaylenn",52.1816,8.2203
"31","Sajun",52.0985,8.3528
"32","Aduba-3",52.3959,8.256
"33","Bakkah",52.0819,8.6412
"34","Cotellier",52.267,8.2496
"35","Toprawa",51.9142,8.1727
"36","Zellone",52.1867,8.0971
"37","Malagarr",52.2822,8.2786
"38","Knolstee",52.187,8.4368
"39","Vinsoth",51.9152,8.5474
"40","Amara",52.1642,8.5063
"41","Bellassa",51.9358,8.4428
"42","Shili",52.0352,8.4518
"43","Joralla",51.9704,8.4187
"44","Risban",52.2701,8.4137
"45","Mechis III",51.8729,8.3455
"46","Orinda",51.9122,8.474
"47","Habassa II",52.4246,8.3176
"48","Antar",52.0563,8.2697
"49","Ut",51.9813,8.3979
"50","Sufezz",52.381,8.3101
"51","Altor 14",51.9672,8.3927
"52","Masalou",51.99,8.3546
"53","Quermia",52.1073,8.3055
"54","Aargau",52.084,8.3301
"55","Kuras IV",52.1541,8.3743
"56","Solacton",52.1407,8.2987
"57","Ulicia",52.0659,8.6221
"58","Vasch",52.0804,8.2604
"59","Mossak",52.0205,8.2445
"60","Cranan 12",51.8545,8.3673
"61","Kwannot",52.1935,8.182
"62","Gartana",51.881,8.2271
"63","Seffi",52.0474,8.3693
"64","Karvoss II",52.1597,8.3666
"65","Barhu",51.8467,8.2914
"66","M'buh",52.2778,8.3143
"67","Seylott",52.0144,8.5767
"68","Pedducis Chorios",52.2444,8.3892
