"1","Namra",52.4856,8.4831
"2","Saleeh (planet)",52.0938,8.5391
"3","Argavat",52.0112,8.2017
"4","Rimma 13",52.3678,8.628
"5","Zekulae",52.3371,8.3345
"6","Velumia",52.2468,8.0496
"7","Enkep",52.181,8.2483
"8","Voktunma",51.7689,8.1699
"9","Contruum Six",52.08,8.5462
"10","Hapan",52.5368,8.3488
"11","Laramus",52.0645,8.0818
"12","Sochi",52.3988,8.1573
"13","Vandron",52.4723,8.6619
"14","Keltos IV",52.2485,8.4342
"15","Dreve",52.2886,8.4556
"16","Deneter",51.9108,8.4942
"17","Sunaj IV",51.9428,8.6454
"18","Crystan V",51.7581,8.711
"19","Mon Eron",51.9759,8.2173
"20","Wei",51.9764,8.2636
"21","Polmanar",52.2148,8.2517
"22","Jiroch-Reslia",52.3977,8.5185
"23","Ekibo",52.4914,8.736
"24","Colavas",51.8406,8.4471
"25","Vorian IV",51.9195,8.2806
"26","Kalgo 13",51.8795,8.4999
"27","Tantra",51.6355,8.2218
"28","Gavos",51.8919,8.6977
"29","Tenupe",52.1606,8.129
"30","Dremulae",51.9871,7.9716
"31","Dwi'kar",52.2797,8.655
"32","Bragkis",51.9364,8.016
"33","Licha In",51.8123,8.4219
"34","Hapan",51.8771,8.1286
"35","Makem Dua",52.514,8.456
"36","Waskiro",52.1059,8.4346
"37","Findris",52.1536,8.6348
"38","Tzarib",51.8392,8.7495
"39","Ec Pand",51.7375,8.4115
"40","Jaguada",52.074,8.1397
"41","Gandolo IV",52.2683,8.7885
"42","Deneba",51.9103,8.2248
"43","Dolis 3",51.9565,8.7635
"44","Stend IV",52.2097,8.1867
"45","Jeyell",52.0738,8.2746
"46","Bogo Rai",52.2753,7.912
"47","Neutra IV",51.7556,8.5815
"48","Tholatin",52.067,8.5045
"49","Corlax 4",52.3383,8.3418
"50","Jedd 6",52.2824,8.0078
"51","Gigor",51.6509,8.2721
"52","Elsho",51.87,8.3074
"53","Noe'ha'on",52.0404,7.9183
"54","Manpha",52.4837,8.5601
"55","Bnar VII",52.2141,8.5264
"56","Kamsul",52.3755,8.8496
"57","Sern Prime",52.2223,8.738
"58","Chaila",52.3509,8.4325
"59","Illodia",52.2894,8.228
"60","Kumru",52.5835,8.2266
"61","Lorora",52.2198,8.346
"62","Ord Sedra",51.7185,8.2915
"63","Rattatak",52.1478,8.1697
"64","Churruma",51.9487,8.8404
"65","Dix'thaar",52.4534,8.2815
"66","Bront",52.3904,8.0098
"67","Hoszh Iszhir",51.8924,8.6139
"68","Navlaas",52.3244,8.6308
"69","Otunia",51.8009,8.6839
"70","Ryndellia",51.7191,8.6047
"71","Roonadan",52.0579,8.794
"72","Mugaar",51.6704,8.3116
"73","Bragkis",52.1115,8.5821
"74","Rorgam",51.6959,8.493
"75","Va'art",52.0392,8.1634
"76","Mizra",51.9914,8.4202
"77","Tefau",51.8989,8.5553
"78","Jiroch-Reslia",52.4346,8.2883
"79","Baroli",52.1803,8.7704
"80","Pengalan IV",52.2037,8.6296
"81","Jhas",52.2601,8.1489
"82","Kamparas",51.896,8.5402
"83","Arsteni",52.4203,8.1085
"84","Carrivar",51.8387,8.4158
"85","Basarais",52.1117,8.6656
"86","Ashash",52.4301,8.1676
"87","Ryloth",52.0116,8.097
"88","Geran",52.1489,7.8626
"89","Gailea",52.0554,8.3858
"90","Reytha",51.6814,8.1575
"91","Murkhana",51.8074,8.155
"92","Sif'kric",52.288,8.7609
"93","Manwess III",52.5596,8.5634
"94","Dimok",52.3522,8.5814
"95","Hanchin",52.023,8.6974
"96","Spuma",52.211,8.0209
"97","Toosma",52.3571,8.1447
"98","Iego",52.2403,8.4206
"99","Lamarebb",51.7144,8.4986
"100","Pehzehvar",51.8476,8.3255
"101","Rasapan",51.906,8.462
"102","Skynara",52.0372,8.1776
"103","Socco",52.2483,8.5613
"104","Hysalria",52.0214,8.2957
"105","Agora",51.6431,8.437
"106","Sollace",52.1237,8.7852
"107","Demophon",51.9424,8.0078
"108","Lyran IV",52.61,8.4299
"109","Kadok III-A",52.4288,8.8122
