"1","Ogoth Tiir",52.504,8.1706
"2","Kol Huro II",51.9694,8.4087
"3","Vestar",51.9182,8.1008
"4","Bseto I",51.5922,8.2222
"5","Cularin",52.3575,7.985
"6","Gaurick",51.8921,8.3858
"7","Bakura-6",52.6433,8.5495
"8","New Apsolon",51.7876,8.4014
"9","Xeron",52.2078,8.3248
"10","Reecee",51.5729,8.6765
"11","Ronyards",52.1535,8.544
"12","Hurcha",52.1087,8.8437
"13","Pencael IV",52.1636,8.0192
"14","Renas",52.4731,8.505
"15","Kubindi",51.9627,8.4498
"16","Ehjenla",52.5922,8.1316
"17","J'doytzin III",52.2448,8.7489
"18","Dagro",52.4639,8.3829
"19","Telfrey",51.6907,8.5721
"20","Pelagon",51.7318,8.2806
"21","Tarhassan",51.6844,8.1919
"22","Nur",52.37,8.4153
"23","Omman Minor",52.1281,8.1453
"24","Obelia",52.3764,8.6826
"25","Onuf",51.9979,8.1122
"26","Greater Marianas",51.9697,8.5935
"27","Entralla",52.2867,7.8868
"28","Kogan 6",51.8269,8.0636
"29","Panatha",51.7205,8.4455
"30","Iqobal",51.8144,8.5955
"31","Mairne",52.3007,8.2038
"32","Zhotta 3",52.1428,8.0238
"33","Arkuda",51.5806,8.4239
"34","Brath Qella",52.0348,8.7642
"35","Ut",52.3028,8.4083
"36","Kur",51.8925,7.9885
"37","Ordnandell",51.8747,8.6679
"38","Derra IV",51.6554,8.1708
"39","Metellos",51.9041,8.2227
"40","Hirsi",51.6539,8.697
"41","Algara II",52.2072,8.3995
"42","Andra",52.0484,8.632
"43","Cheelit",51.8862,8.5927
"44","Altratonne",52.1631,9.0074
"45","Keskin",52.5373,8.1963
"46","Patrolia",52.2862,8.6584
"47","Vaal",51.9815,7.8852
"48","Axtria",52.0691,8.0816
"49","Ord Torrenze",52.5891,8.5849
"50","Firrerre",51.7165,8.4405
"51","Nelfrus",51.9605,8.1239
"52","Teyr",51.8851,8.7299
"53","Morado",51.9728,8.3711
"54","Till Chorios",51.6253,8.0076
"55","Poytta",51.6865,8.2831
"56","Clak'dor V",52.2083,7.8858
"57","Ronyards",52.0297,8.9127
"58","Grizmallt",52.2719,8.8654
"59","Omman",52.0136,7.9173
"60","Gathus",51.7967,8.1002
"61","Cattamascar",51.7551,8.6977
"62","Kira I",52.3908,8.3571
"63","Nelfrus",52.6454,8.4832
"64","Jandoon",52.0862,8.2283
"65","Dreizan",52.2855,8.5687
"66","Socco",52.2476,7.9034
"67","Simus Minor 1",52.1246,8.5246
"68","Havath Prime",52.1409,7.8699
"69","Pakrik Minor",52.5697,8.4573
"70","Csilla",51.6124,8.3734
"71","Exodo II",52.3946,8.8985
"72","Tarabba Prime",51.8963,8.9054
"73","Millinar",52.223,8.4792
"74","Firro",52.2039,8.1773
"75","Crella",51.9809,8.4857
"76","Dolis 3",51.5879,8.3142
"77","Sulphor",52.073,8.6086
"78","Zznza",52.1218,8.2151
"79","Rywin",52.7143,8.2926
"80","Anarak IV",51.8223,8.7182
"81","Tatrang II",52.064,8.4549
"82","Hockaleg",51.6163,8.4976
"83","Nahsu Minor",51.8237,8.743
"84","C-Foroon",52.51,8.0124
"85","Yasla",52.4494,8.5683
"86","Doornik-207",52.4709,8.1239
"87","Alzar",52.6088,8.3989
"88","Varada V",52.0108,8.8105
"89","Benja-Rihn",52.5569,8.7143
"90","DNX-N1",52.3835,8.2604
"91","Aphran IV",52.1752,8.857
"92","Zygia",52.4337,8.3217
"93","Tarastra",51.6486,8.2941
"94","Koru Neimoidia",52.2956,8.7618
"95","Dakshee",51.6298,8.7832
"96","Janilis VII",52.1474,8.3618
"97","Tython",52.3232,8.0628
"98","Kiffu",51.9687,8.843
"99","Meris II",51.8022,8.2088
"100","Retep V",52.3577,7.9548
"101","Beta Rhama",52.3663,8.1176
"102","Ieria",52.4462,8.0966
"103","Nigel III",52.3516,8.267
"104","Wukkar",52.069,8.6418
"105","Excarga",52.4519,8.7329
"106","Majilop",52.311,8.6888
"107","Sinton",51.9275,8.3176
"108","Gailea",52.1338,8.7769
"109","Boz Pity",52.0218,7.9887
"110","Aruza",51.5349,8.6142
"111","Bengely",52.1996,8.7293
"112","Patrolia",51.7333,8.8807
"113","Voniss",51.8976,7.8589
"114","Kyrouac",52.2005,8.7046
"115","Colsa",51.8915,8.879
"116","Moraices",51.8993,8.3977
"117","Mokk IX",52.5712,8.7534
"118","Arkonne III",51.971,8.0272
"119","Yulant",51.6203,8.1621
"120","Kobal's World",52.1395,8.1313
"121","Aurea",52.1457,8.2567
"122","S'krrr",51.8747,7.975
"123","Pii IV",52.2254,8.5069
"124","Brigia",51.6354,8.0763
"125","Obumubo",51.8473,8.7594
"126","Klatooine",51.9476,7.8955
"127","Sulorine",52.2471,8.0517
"128","Mantessa",52.4038,8.7831
"129","Stieg",51.7714,8.2348
"130","Altratonne",52.3267,8.3693
"131","Byblos",52.3519,8.6053
"132","Merson",52.268,8.4053
"133","Raxxa",51.7436,8.0249
"134","Aram",52.1212,8.8837
"135","Or Tuma",51.886,8.6491
"136","Praadost II",52.0443,7.989
