"1","Arbra",52.3625,8.3527
"2","Hewl",51.8372,7.9486
"3","World",52.3094,8.7037
"4","Pirol-5",52.0065,8.1706
"5","Kath II",52.4458,8.5904
"6","Brodo Asogi",51.6584,8.3589
"7","Uyter",51.9805,7.9454
"8","Lamuir VII",52.0729,8.2319
"9","Medth",52.5813,8.3315
"10","Kilia IV",52.372,8.3376
"11","Jerne",51.8695,7.9419
"12","Dolla",51.8307,8.734
"13","Feriae Junction",52.0242,8.6703
"14","Drogheda",51.9876,8.4778
"15","Aargau",52.499,8.5149
"16","Darkon III",51.7995,8.6241
"17","Loretto",52.144,8.6648
"18","Surron",52.176,8.0894
"19","Zonju V",51.6447,8.7033
"20","Asrat",51.5688,8.1204
"21","Kirrek",52.3011,8.435
"22","Kelarea",51.8339,8.1822
"23","Vandor-1",52.5185,8.8679
"24","Myl Vlahu",51.802,8.1361
"25","Kasiol 3",51.5177,8.4284
"26","Oba Diah",51.6885,8.7342
"27","Werncin 3",52.4561,8.3887
"28","Vaced",52.1365,8.4893
"29","Kalaan",52.4216,8.5798
"30","Keres I",52.3939,8.0125
"31","Snake's Den",52.6733,8.424
"32","Solay",51.6563,8.161
"33","Zchtek worlds",51.6266,8.4265
"34","Rigoron",52.482,8.4614
"35","Arcura",52.4499,8.1605
"36","Aargau",52.4901,7.9959
"37","Zakuul",51.7828,8.7091
"38","Biosh",52.5186,8.6545
"39","Serob 6",52.2419,8.6349
"40","Suarbi 7",52.0212,8.1781
"41","Lankor VI",52.3694,8.1089
"42","Korfin",52.1622,7.9773
"43","Meris V",52.2666,8.0741
"44","Chalcedon",52.6041,8.4127
"45","Loovria",52.4286,8.2989
"46","Greater Marianas",51.605,8.2041
"47","Xal 3",52.2496,8.498
"48","Delemede",52.1,8.099
"49","Ord Vaug",52.4989,8.8445
"50","Gymelo",51.9129,8.4889
"51","Carosi V",52.0638,7.8897
"52","Babali",52.2641,8.254
"53","Yalara",52.011,8.0346
"54","Makem Hek",51.6295,8.5771
"55","Manari",51.7567,7.9916
"56","Biolag",52.4617,8.6925
"57","Karazak",51.8797,8.0693
"58","Draboon",52.1229,8.3977
"59","Huulia",51.7669,8.6739
"60","Patch-4",52.337,8.6472
"61","Loxizhra",52.1367,8.0682
"62","Syned",52.1768,7.8905
"63","Altora",52.1289,8.6378
"64","Culroon III",51.622,8.223
"65","Ulda Frav",52.2435,8.3033
"66","Xa Fel",51.7363,8.394
"67","Syndaar",51.9538,8.5525
"68","Z'trop",51.7134,8.4001
"69","T'olan",52.0661,8.3769
"70","Chazwa",51.9578,8.6645
"71","Akana",52.6443,8.5503
"72","Zarak-Nine",52.0223,8.6284
"73","M4-78",52.6314,8.3367
"74","Togominda",52.4591,8.7005
"75","Da Soocha",51.9884,8.4354
"76","Froswythe",52.0802,8.8729
"77","Varada V",52.3546,8.5186
"78","Kuat",52.3925,8.2342
"79","Orvax IV",52.5444,8.3798
"80","Msst",51.5251,8.5104
"81","Miko",51.8285,8.5112
"82","Qiaxx",52.1207,8.9811
"83","Aguarl III",51.9434,8.2785
"84","Ovise II",52.1714,8.5262
"85","Prakith",51.9274,8.6184
"86","Ansion",52.1124,8.2531
"87","Hyder",51.715,8.1031
"88","Malano III",52.2438,8.0311
"89","Trogan",51.8812,8.7054
"90","Tallaan",52.2031,8.8632
"91","Rhamalai",52.4174,8.0633
"92","Fengrine",52.3127,8.2681
"93","Tegrat",51.8271,9.0003
"94","Kalzeron",52.1483,8.1452
"95","Karvoss II",52.1845,8.7554
"96","Cleroff's World",52.3409,8.3313
"97","Midani",51.9596,8.857
"98","Tatooine",51.567,8.6054
"99","Nativum",51.7372,8.4869
"100","Saclas",52.0808,8.7516
"101","Muskree",52.2417,8.8521
"102","Helska 1",52.6263,8.2053
"103","R-duba",52.3126,8.872
"104","Ooo-sek",52.0357,8.334
"105","Aldereen",51.5328,8.1941
"106","Maccent",51.9052,8.3589
"107","Pavilion",51.8342,8.7974
"108","Demos Four",52.2167,7.9756
"109","Bundim",51.8203,8.302
"110","Obredaan",51.7024,8.8456
"111","Mataou",52.2025,8.9426
"112","Rafa XI",51.9097,8.1241
"113","Mooga",52.4981,8.5711
"114","Norulac",51.5903,8.3319
"115","Charny",51.9404,8.0419
"116","Cauper",51.7073,8.3381
"117","Ord Namurt",52.3569,8.3954
"118","Neelabi",52.2205,8.9574
"119","Brigia",52.3943,8.1192
"120","Denbo",52.5177,8.2564
"121","Kalis",52.2682,7.9457
"122","Dega",51.8811,7.8936
"123","Onadax",51.9391,8.884
"124","Makem Qat",51.787,8.2391
"125","Rondai-2",52.3429,7.8528
"126","Bespin[2]",52.5382,8.7815
"127","Trosh",52.215,8.2944
"128","Flandar",52.5068,8.3378
"129","Targonn",51.73,8.1541
"130","Trulalis",52.5823,8.5735
"131","Druckenwell",51.6435,8.5877
"132","Barundi",51.958,7.9323
"133","Iphigin",52.6314,8.2291
"134","Shikitari",52.186,7.9382
"135","Corroth",52.2736,8.5938
"136","Polmanar",52.1807,8.6051
"137","Thustra",51.5798,8.5577
"138","Ihopek",52.0663,7.8215
"139","Ubuuga",52.3122,8.2119
"140","Yorgraxx",51.9358,8.1923
"141","Gravlex Med",52.2519,8.1051
"142","Ec Pand",52.3984,8.8366
"143","Kidriff 5",51.9565,8.3324
